/usr/bin/python2.7 /home/yashwanth/Downloads/AI/project2/yash/main.py
(1, 'Pos:', 1, 5, 'action:', 0, 'reward:', -1, 'Bank:', -2)
(316, 'Pos:', 4, 4, 'action:', 0, 'reward:', -1, 'Bank:', -31)
(317, 'Pos:', 4, 3, 'action:', 0, 'reward:', -1, 'Bank:', -32)
(318, 'Pos:', 5, 3, 'action:', 0, 'reward:', -1, 'Bank:', -33)
(319, 'Pos:', 5, 3, 'action:', 0, 'reward:', -1, 'Bank:', -34)
(320, 'Pos:', 5, 3, 'action:', 0, 'reward:', -1, 'Bank:', -35)
(321, 'Pos:', 4, 3, 'action:', 0, 'reward:', -1, 'Bank:', -36)
(322, 'Pos:', 4, 2, 'action:', 0, 'reward:', -1, 'Bank:', -37)
(323, 'Pos:', 4, 1, 'action:', 0, 'reward:', -1, 'Bank:', -38)
(324, 'Pos:', 4, 1, 'action:', 0, 'reward:', -1, 'Bank:', -39)
(325, 'Pos:', 3, 1, 'action:', 0, 'reward:', -1, 'Bank:', -40)
(326, 'Pos:', 2, 1, 'action:', 0, 'reward:', -1, 'Bank:', -41)
(327, 'Pos:', 2, 1, 'action:', 0, 'reward:', -1, 'Bank:', -42)
(328, 'Pos:', 2, 1, 'action:', 0, 'reward:', -1, 'Bank:', -43)
(329, 'Pos:', 3, 1, 'action:', 0, 'reward:', -1, 'Bank:', -44)
(330, 'Pos:', 2, 1, 'action:', 0, 'reward:', -1, 'Bank:', -45)
(331, 'Pos:', 2, 2, 'action:', 0, 'reward:', -1, 'Bank:', -46)
(332, 'Pos:', 1, 2, 'action:', 0, 'reward:', -1, 'Bank:', -47)
(333, 'Pos:', 1, 1, 'action:', 1, 'reward:', 12, 'Bank:', -35)
(334, 'Pos:', 2, 1, 'action:', 0, 'reward:', -1, 'Bank:', -36)
(335, 'Pos:', 3, 1, 'action:', 0, 'reward:', -1, 'Bank:', -37)
(336, 'Pos:', 4, 1, 'action:', 0, 'reward:', -1, 'Bank:', -38)
(337, 'Pos:', 4, 2, 'action:', 0, 'reward:', -1, 'Bank:', -39)
(338, 'Pos:', 4, 3, 'action:', 0, 'reward:', -1, 'Bank:', -40)
(339, 'Pos:', 4, 4, 'action:', 2, 'reward:', 12, 'Bank:', -28)
(340, 'Pos:', 4, 3, 'action:', 0, 'reward:', -1, 'Bank:', -29)
(341, 'Pos:', 5, 3, 'action:', 0, 'reward:', -1, 'Bank:', -30)
(342, 'Pos:', 5, 3, 'action:', 0, 'reward:', -1, 'Bank:', -31)
(343, 'Pos:', 5, 3, 'action:', 0, 'reward:', -1, 'Bank:', -32)
(344, 'Pos:', 5, 2, 'action:', 0, 'reward:', -1, 'Bank:', -33)
(345, 'Pos:', 4, 2, 'action:', 0, 'reward:', -1, 'Bank:', -34)
(346, 'Pos:', 4, 3, 'action:', 0, 'reward:', -1, 'Bank:', -35)
(347, 'Pos:', 4, 2, 'action:', 0, 'reward:', -1, 'Bank:', -36)
(348, 'Pos:', 3, 2, 'action:', 0, 'reward:', -1, 'Bank:', -37)
(349, 'Pos:', 3, 3, 'action:', 0, 'reward:', -1, 'Bank:', -38)
(350, 'Pos:', 3, 2, 'action:', 0, 'reward:', -1, 'Bank:', -39)
(351, 'Pos:', 3, 1, 'action:', 0, 'reward:', -1, 'Bank:', -40)
(352, 'Pos:', 4, 1, 'action:', 0, 'reward:', -1, 'Bank:', -41)
(353, 'Pos:', 3, 1, 'action:', 0, 'reward:', -1, 'Bank:', -42)
(354, 'Pos:', 4, 1, 'action:', 0, 'reward:', -1, 'Bank:', -43)
(355, 'Pos:', 3, 1, 'action:', 0, 'reward:', -1, 'Bank:', -44)
(356, 'Pos:', 4, 1, 'action:', 0, 'reward:', -1, 'Bank:', -45)
(357, 'Pos:', 4, 1, 'action:', 0, 'reward:', -1, 'Bank:', -46)
(358, 'Pos:', 5, 1, 'action:', 0, 'reward:', -1, 'Bank:', -47)
(359, 'Pos:', 4, 1, 'action:', 0, 'reward:', -1, 'Bank:', -48)
(360, 'Pos:', 4, 2, 'action:', 0, 'reward:', -1, 'Bank:', -49)
(361, 'Pos:', 4, 3, 'action:', 0, 'reward:', -1, 'Bank:', -50)
(362, 'Pos:', 4, 2, 'action:', 0, 'reward:', -1, 'Bank:', -51)
(363, 'Pos:', 4, 1, 'action:', 0, 'reward:', -1, 'Bank:', -52)
(364, 'Pos:', 4, 2, 'action:', 0, 'reward:', -1, 'Bank:', -53)
(365, 'Pos:', 5, 2, 'action:', 0, 'reward:', -1, 'Bank:', -54)
(366, 'Pos:', 5, 1, 'action:', 0, 'reward:', -1, 'Bank:', -55)
(367, 'Pos:', 5, 1, 'action:', 0, 'reward:', -1, 'Bank:', -56)
(368, 'Pos:', 5, 2, 'action:', 0, 'reward:', -1, 'Bank:', -57)
(369, 'Pos:', 5, 1, 'action:', 0, 'reward:', -1, 'Bank:', -58)
(370, 'Pos:', 4, 1, 'action:', 0, 'reward:', -1, 'Bank:', -59)
(371, 'Pos:', 4, 2, 'action:', 0, 'reward:', -1, 'Bank:', -60)
(372, 'Pos:', 4, 3, 'action:', 0, 'reward:', -1, 'Bank:', -61)
(373, 'Pos:', 3, 3, 'action:', 0, 'reward:', -1, 'Bank:', -62)
(374, 'Pos:', 4, 3, 'action:', 0, 'reward:', -1, 'Bank:', -63)
(375, 'Pos:', 3, 3, 'action:', 0, 'reward:', -1, 'Bank:', -64)
(376, 'Pos:', 2, 3, 'action:', 0, 'reward:', -1, 'Bank:', -65)
(377, 'Pos:', 2, 2, 'action:', 0, 'reward:', -1, 'Bank:', -66)
(378, 'Pos:', 3, 2, 'action:', 0, 'reward:', -1, 'Bank:', -67)
(379, 'Pos:', 3, 1, 'action:', 0, 'reward:', -1, 'Bank:', -68)
(380, 'Pos:', 2, 1, 'action:', 0, 'reward:', -1, 'Bank:', -69)
(381, 'Pos:', 2, 2, 'action:', 0, 'reward:', -1, 'Bank:', -70)
(382, 'Pos:', 1, 2, 'action:', 0, 'reward:', -1, 'Bank:', -71)
(383, 'Pos:', 1, 1, 'action:', 1, 'reward:', 12, 'Bank:', -59)
(384, 'Pos:', 1, 2, 'action:', 0, 'reward:', -1, 'Bank:', -60)
(385, 'Pos:', 2, 2, 'action:', 0, 'reward:', -1, 'Bank:', -61)
(386, 'Pos:', 3, 2, 'action:', 0, 'reward:', -1, 'Bank:', -62)
(387, 'Pos:', 4, 2, 'action:', 0, 'reward:', -1, 'Bank:', -63)
(388, 'Pos:', 4, 1, 'action:', 0, 'reward:', -1, 'Bank:', -64)
(389, 'Pos:', 4, 1, 'action:', 0, 'reward:', -1, 'Bank:', -65)
(390, 'Pos:', 3, 1, 'action:', 0, 'reward:', -1, 'Bank:', -66)
(391, 'Pos:', 3, 2, 'action:', 0, 'reward:', -1, 'Bank:', -67)
(392, 'Pos:', 3, 3, 'action:', 0, 'reward:', -1, 'Bank:', -68)
(393, 'Pos:', 2, 3, 'action:', 0, 'reward:', -1, 'Bank:', -69)
(394, 'Pos:', 2, 4, 'action:', 0, 'reward:', -1, 'Bank:', -70)
(395, 'Pos:', 2, 5, 'action:', 0, 'reward:', -1, 'Bank:', -71)
(396, 'Pos:', 2, 5, 'action:', 0, 'reward:', -1, 'Bank:', -72)
(397, 'Pos:', 2, 4, 'action:', 0, 'reward:', -1, 'Bank:', -73)
(398, 'Pos:', 2, 3, 'action:', 0, 'reward:', -1, 'Bank:', -74)
(399, 'Pos:', 3, 3, 'action:', 0, 'reward:', -1, 'Bank:', -75)
(400, 'Pos:', 4, 3, 'action:', 0, 'reward:', -1, 'Bank:', -76)
(401, 'Pos:', 4, 2, 'action:', 0, 'reward:', -1, 'Bank:', -77)
(402, 'Pos:', 5, 2, 'action:', 0, 'reward:', -1, 'Bank:', -78)
(403, 'Pos:', 5, 1, 'action:', 2, 'reward:', 12, 'Bank:', -66)
(404, 'Pos:', 5, 2, 'action:', 0, 'reward:', -1, 'Bank:', -67)
(405, 'Pos:', 5, 2, 'action:', 0, 'reward:', -1, 'Bank:', -68)
(406, 'Pos:', 5, 1, 'action:', 0, 'reward:', -1, 'Bank:', -69)
(407, 'Pos:', 4, 1, 'action:', 0, 'reward:', -1, 'Bank:', -70)
(408, 'Pos:', 3, 1, 'action:', 0, 'reward:', -1, 'Bank:', -71)
(409, 'Pos:', 2, 1, 'action:', 0, 'reward:', -1, 'Bank:', -72)
(410, 'Pos:', 2, 1, 'action:', 0, 'reward:', -1, 'Bank:', -73)
(411, 'Pos:', 2, 2, 'action:', 0, 'reward:', -1, 'Bank:', -74)
(412, 'Pos:', 2, 3, 'action:', 0, 'reward:', -1, 'Bank:', -75)
(413, 'Pos:', 3, 3, 'action:', 0, 'reward:', -1, 'Bank:', -76)
(414, 'Pos:', 2, 3, 'action:', 0, 'reward:', -1, 'Bank:', -77)
(415, 'Pos:', 1, 3, 'action:', 0, 'reward:', -1, 'Bank:', -78)
(416, 'Pos:', 2, 3, 'action:', 0, 'reward:', -1, 'Bank:', -79)
(417, 'Pos:', 2, 2, 'action:', 0, 'reward:', -1, 'Bank:', -80)
(418, 'Pos:', 3, 2, 'action:', 0, 'reward:', -1, 'Bank:', -81)
(419, 'Pos:', 3, 1, 'action:', 0, 'reward:', -1, 'Bank:', -82)
(420, 'Pos:', 2, 1, 'action:', 0, 'reward:', -1, 'Bank:', -83)
(421, 'Pos:', 2, 1, 'action:', 0, 'reward:', -1, 'Bank:', -84)
(422, 'Pos:', 1, 1, 'action:', 1, 'reward:', 12, 'Bank:', -72)
(423, 'Pos:', 1, 2, 'action:', 0, 'reward:', -1, 'Bank:', -73)
(424, 'Pos:', 1, 1, 'action:', 0, 'reward:', -1, 'Bank:', -74)
(425, 'Pos:', 1, 1, 'action:', 0, 'reward:', -1, 'Bank:', -75)
(426, 'Pos:', 2, 1, 'action:', 0, 'reward:', -1, 'Bank:', -76)
(427, 'Pos:', 2, 2, 'action:', 0, 'reward:', -1, 'Bank:', -77)
(428, 'Pos:', 1, 2, 'action:', 0, 'reward:', -1, 'Bank:', -78)
(429, 'Pos:', 1, 2, 'action:', 0, 'reward:', -1, 'Bank:', -79)
(430, 'Pos:', 1, 1, 'action:', 0, 'reward:', -1, 'Bank:', -80)
(431, 'Pos:', 2, 1, 'action:', 0, 'reward:', -1, 'Bank:', -81)
(432, 'Pos:', 2, 2, 'action:', 0, 'reward:', -1, 'Bank:', -82)
(433, 'Pos:', 2, 3, 'action:', 0, 'reward:', -1, 'Bank:', -83)
(434, 'Pos:', 3, 3, 'action:', 0, 'reward:', -1, 'Bank:', -84)
(435, 'Pos:', 3, 4, 'action:', 0, 'reward:', -1, 'Bank:', -85)
(436, 'Pos:', 2, 4, 'action:', 0, 'reward:', -1, 'Bank:', -86)
(437, 'Pos:', 2, 3, 'action:', 0, 'reward:', -1, 'Bank:', -87)
(438, 'Pos:', 3, 3, 'action:', 0, 'reward:', -1, 'Bank:', -88)
(439, 'Pos:', 3, 2, 'action:', 0, 'reward:', -1, 'Bank:', -89)
(440, 'Pos:', 3, 1, 'action:', 0, 'reward:', -1, 'Bank:', -90)
(441, 'Pos:', 3, 2, 'action:', 0, 'reward:', -1, 'Bank:', -91)
(442, 'Pos:', 4, 2, 'action:', 0, 'reward:', -1, 'Bank:', -92)
(443, 'Pos:', 4, 1, 'action:', 0, 'reward:', -1, 'Bank:', -93)
(444, 'Pos:', 4, 1, 'action:', 0, 'reward:', -1, 'Bank:', -94)
(445, 'Pos:', 4, 1, 'action:', 0, 'reward:', -1, 'Bank:', -95)
(446, 'Pos:', 3, 1, 'action:', 0, 'reward:', -1, 'Bank:', -96)
(447, 'Pos:', 2, 1, 'action:', 0, 'reward:', -1, 'Bank:', -97)
(448, 'Pos:', 2, 2, 'action:', 0, 'reward:', -1, 'Bank:', -98)
(449, 'Pos:', 2, 1, 'action:', 0, 'reward:', -1, 'Bank:', -99)
(450, 'Pos:', 2, 1, 'action:', 0, 'reward:', -1, 'Bank:', -100)
(451, 'Pos:', 2, 1, 'action:', 0, 'reward:', -1, 'Bank:', -101)
(452, 'Pos:', 2, 1, 'action:', 0, 'reward:', -1, 'Bank:', -102)
(453, 'Pos:', 2, 1, 'action:', 0, 'reward:', -1, 'Bank:', -103)
(454, 'Pos:', 1, 1, 'action:', 0, 'reward:', -1, 'Bank:', -104)
(455, 'Pos:', 2, 1, 'action:', 0, 'reward:', -1, 'Bank:', -105)
(456, 'Pos:', 3, 1, 'action:', 0, 'reward:', -1, 'Bank:', -106)
(457, 'Pos:', 3, 1, 'action:', 0, 'reward:', -1, 'Bank:', -107)
(458, 'Pos:', 3, 2, 'action:', 0, 'reward:', -1, 'Bank:', -108)
(459, 'Pos:', 4, 2, 'action:', 0, 'reward:', -1, 'Bank:', -109)
(460, 'Pos:', 4, 3, 'action:', 0, 'reward:', -1, 'Bank:', -110)
(461, 'Pos:', 4, 4, 'action:', 2, 'reward:', 12, 'Bank:', -98)
(462, 'Pos:', 4, 5, 'action:', 0, 'reward:', -1, 'Bank:', -99)
(463, 'Pos:', 5, 5, 'action:', 1, 'reward:', 12, 'Bank:', -87)
(464, 'Pos:', 5, 5, 'action:', 0, 'reward:', -1, 'Bank:', -88)
(465, 'Pos:', 5, 5, 'action:', 0, 'reward:', -1, 'Bank:', -89)
(466, 'Pos:', 5, 5, 'action:', 0, 'reward:', -1, 'Bank:', -90)
(467, 'Pos:', 4, 5, 'action:', 0, 'reward:', -1, 'Bank:', -91)
(468, 'Pos:', 3, 5, 'action:', 0, 'reward:', -1, 'Bank:', -92)
(469, 'Pos:', 2, 5, 'action:', 0, 'reward:', -1, 'Bank:', -93)
(470, 'Pos:', 2, 4, 'action:', 0, 'reward:', -1, 'Bank:', -94)
(471, 'Pos:', 2, 3, 'action:', 0, 'reward:', -1, 'Bank:', -95)
(472, 'Pos:', 3, 3, 'action:', 0, 'reward:', -1, 'Bank:', -96)
(473, 'Pos:', 3, 4, 'action:', 0, 'reward:', -1, 'Bank:', -97)
(474, 'Pos:', 3, 3, 'action:', 0, 'reward:', -1, 'Bank:', -98)
(475, 'Pos:', 3, 2, 'action:', 0, 'reward:', -1, 'Bank:', -99)
(476, 'Pos:', 3, 3, 'action:', 0, 'reward:', -1, 'Bank:', -100)
(477, 'Pos:', 3, 4, 'action:', 0, 'reward:', -1, 'Bank:', -101)
(478, 'Pos:', 4, 4, 'action:', 2, 'reward:', 12, 'Bank:', -89)
(479, 'Pos:', 3, 4, 'action:', 0, 'reward:', -1, 'Bank:', -90)
(480, 'Pos:', 3, 5, 'action:', 0, 'reward:', -1, 'Bank:', -91)
(481, 'Pos:', 3, 4, 'action:', 0, 'reward:', -1, 'Bank:', -92)
(482, 'Pos:', 2, 4, 'action:', 0, 'reward:', -1, 'Bank:', -93)
(483, 'Pos:', 2, 3, 'action:', 0, 'reward:', -1, 'Bank:', -94)
(484, 'Pos:', 2, 4, 'action:', 0, 'reward:', -1, 'Bank:', -95)
(485, 'Pos:', 3, 4, 'action:', 0, 'reward:', -1, 'Bank:', -96)
(486, 'Pos:', 2, 4, 'action:', 0, 'reward:', -1, 'Bank:', -97)
(487, 'Pos:', 1, 4, 'action:', 0, 'reward:', -1, 'Bank:', -98)
(488, 'Pos:', 1, 3, 'action:', 0, 'reward:', -1, 'Bank:', -99)
(489, 'Pos:', 1, 2, 'action:', 0, 'reward:', -1, 'Bank:', -100)
(490, 'Pos:', 1, 1, 'action:', 1, 'reward:', 12, 'Bank:', -88)
(491, 'Pos:', 1, 1, 'action:', 0, 'reward:', -1, 'Bank:', -89)
(492, 'Pos:', 2, 1, 'action:', 0, 'reward:', -1, 'Bank:', -90)
(493, 'Pos:', 1, 1, 'action:', 0, 'reward:', -1, 'Bank:', -91)
(494, 'Pos:', 2, 1, 'action:', 0, 'reward:', -1, 'Bank:', -92)
(495, 'Pos:', 3, 1, 'action:', 0, 'reward:', -1, 'Bank:', -93)
(496, 'Pos:', 2, 1, 'action:', 0, 'reward:', -1, 'Bank:', -94)
(497, 'Pos:', 3, 1, 'action:', 0, 'reward:', -1, 'Bank:', -95)
(498, 'Pos:', 4, 1, 'action:', 0, 'reward:', -1, 'Bank:', -96)
(499, 'Pos:', 4, 1, 'action:', 0, 'reward:', -1, 'Bank:', -97)
(500, 'Pos:', 4, 1, 'action:', 0, 'reward:', -1, 'Bank:', -98)
(501, 'Pos:', 5, 1, 'action:', 2, 'reward:', 12, 'Bank:', -86)
16


